V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76
966.2584935908177,4979.984219770348,1627.297803507313,1544.5452072235257,1423.2320340182632,1287.980588292552,1152.0048381469624,1022.829537111802,894.5614279556448,779.2082391692165,673.2178624662702,578.2502528861005,493.8624424681693,419.78613023354774,355.20815270214734,298.5383148418914,250.9102645588755,209.41698381926835,174.89557379294638,145.37973481195877,121.10094206431313,100.92060490744916,83.58220698972218,69.55763919819219,57.493694061526185,48.0125866923845,39.899781151030766,33.11960505383831,27.357188607558783,22.828704304760322,18.879075780310814,15.61743901700902,13.008905099693948,10.850489837688656,9.06978744269145,7.437445333409414,6.173037285690953,5.112844812068943,4.280856428984407,3.508804693541606,2.936848947494582,2.4279739550256636,2.0351355735983816,1.6804415337828686,1.3993408783899213,1.140564781439025,0.9477734738829895,0.7983049827016657,0.6739847286080476,0.5382781904263538,0.43059749014719273,0.39600065875129076,0.3090674175073218,0.24812354890309507,0.21273432569068973,0.17840228871500585,0.15052890453807777,0.12061457505842554,0.102084870733961,0.07995341723290039,0.0675311796949245,0.057688965935085434,0.04587705207450199,0.040740158561675344,0.02969475745339878,0.02789953298633918,0.022965246320381993,0.018854454214306315,0.013599856523796916,0.012770295743393945,0.009054700130946003,0.009554993263009237,0.006365099718095735,0.0058822651662922,0.005034903817431768,0.0036771877857972868
987.9429294244961,5122.029256425843,1595.002547447957,1532.993120125082,1430.1071074065876,1303.2324307611634,1165.832142752235,1027.4298583080017,897.5273794439636,776.5664848542456,667.8092524513759,571.3078161960002,486.83493372999146,413.5355110769706,350.4264105411894,296.6466196356414,250.45822054251767,211.46778026409083,178.18825540925172,150.13999553124086,126.26617609076493,106.06515701951139,89.18648452691559,74.83100636821473,62.874732374664745,52.64326073972552,44.121495497474825,36.97857418685817,31.02606127443505,25.949928908943548,21.755034998503106,18.23312958778115,15.249883377644437,12.748591120300262,10.650201965374436,8.94296905322335,7.484088656059612,6.266238329411863,5.231282887896668,4.39148630132695,3.6662774941250973,3.070495653737453,2.5623697474184155,2.146506937304366,1.7942229373002192,1.5077262727063498,1.2608642158011207,1.050927441498061,0.8754087504530617,0.7391281313866784,0.6234692175130476,0.5089481649083609,0.43209175140145817,0.36412373125131126,0.3023330416690442,0.25227140119022806,0.21020047029378475,0.17721155002800515,0.14756886101167765,0.12496696959715337,0.10412674049439374,0.08654856241628295,0.07303071751448442,0.06020930368322297,0.051688870873476844,0.0421662755725265,0.03532563573753578,0.02960908247041516,0.025424591432965826,0.020777013964107027,0.01787446194794029,0.014283128144597868,0.012452214024960995,0.010216537295491435,0.008493170487781754,0.007264371914061485
960.6593655739223,4943.306837407305,1635.636746443236,1547.5280662207642,1421.4568245398132,1284.0424171946142,1148.4344963032836,1021.6416903311019,893.7955910114706,779.8903653131547,674.6144171241431,580.0428562111429,495.6770122068847,421.4000996773866,356.44284410515684,299.0267685747931,251.0269866325434,208.88744863010288,174.04537201550556,144.15059012193888,119.76722940638865,99.59223251694857,82.13512911259386,68.19600553192868,56.10425867984668,46.816902516209666,38.80969426761658,32.123182442031975,26.40985071520845,22.02277436208169,18.136475698047434,14.942042780246993,12.430263148500671,10.360381994814816,8.661709349253215,7.048704759094107,5.834511325607309,4.815027612352424,4.035447258327622,3.280887889151927,2.7485035442296066,2.262068728239683,1.8989986845990643,1.5600990043021739,1.2973785669710196,1.0457601848065678,0.8669304601025942,0.7330754559770867,0.6219751262942737,0.4864168212770892,0.3807961717902799,0.36683653610452893,0.27730136188984034,0.21817119617116987,0.18959908321630792,0.15932857979350956,0.13512113750039134,0.10600069667270873,0.09034047090972308,0.06833048897169647,0.05808185708519886,0.05023714304843452,0.03886571684415685,0.03571303972057649,0.02401566773187369,0.02421572406819905,0.019773675958276726,0.016077506690635346,0.010546597266511526,0.010702884777856525,0.006777353566576494,0.008334143771207891,0.004793348787643481,0.004763114786328515,0.004141946403251495,0.0027509426545293536
1025.7292157710383,5369.550311173945,1538.7263407505052,1512.862992029981,1442.0872895841276,1329.8095799778494,1189.9269587402177,1035.446163428367,902.6957081515739,771.9630870177334,658.3844609406733,559.2102498711502,474.5891248226144,402.64347371408076,342.0939697105823,293.35023981317136,249.67050972660218,215.04140248311887,183.9259287965615,158.4350038036573,135.2668719570247,115.02981354653093,98.95223713445739,84.02013000626539,72.25147872404705,60.71245732258831,51.47805798272748,43.703033784571744,37.419267637880694,31.388829305076797,26.76654737415447,22.79110995947849,19.15490758746091,16.0561338726111,13.404158589302824,11.566424457589164,9.76866561604038,8.276088069142133,6.887451699632948,5.92960609565489,4.937345653044758,4.190123993499583,3.481103424266621,2.9586507684216485,2.482325992670667,2.1475247600101284,1.8064415375883982,1.4911355538388307,1.2264008548918355,1.0891198692297621,0.959558492533688,0.705765220343892,0.646468216800713,0.5662602378215524,0.45846358452763525,0.3809922707368969,0.31418135721833096,0.2758347984708962,0.2268271407301654,0.2034054861505865,0.16789645763128647,0.13683794899770874,0.12034742823743727,0.09413532778489753,0.09001478693608078,0.06702683568073553,0.05686427374894265,0.0483495959888387,0.04602982288270141,0.03472914764279267,0.03324336747027701,0.022522155417391332,0.023059335464495234,0.017769237725588027,0.014519384661980439,0.013515231643395964
991.8473849740029,5147.6055977198175,1589.1875291227925,1530.9130747447998,1431.3450191811971,1305.9786465918878,1168.3218591836358,1028.2581828151197,898.061422655277,776.0908159286319,666.8353890984254,570.0577751218552,485.5695747553618,412.41003726520285,349.5654197430049,296.3060048323496,250.37682641348147,211.83704251380914,178.78112898494146,150.9971184245951,127.19621765669581,106.99147464187263,90.19557937719946,75.78051816873267,63.843631222895056,53.477050519675686,44.8816488228731,37.67341234462219,31.686671047937125,26.511930282675166,22.27287438412168,18.704105528460786,15.65338938262721,13.090359388716024,10.93476819992793,9.214050601662166,7.7201539075613255,6.473916027556697,5.402414749034506,4.550420161926013,3.7976169192625093,3.18618680804866,2.657302463754604,2.230425728881528,1.8653246001777006,1.5738366263758508,1.317238699979498,1.0964141292170098,0.9116767514278763,0.7752927645160526,0.6581973096836009,0.5292852638558543,0.45424326352440403,0.3850104888842907,0.3184660048027581,0.26557212380794226,0.2209448114335828,0.1874022865886218,0.1557586160779465,0.13307201856878237,0.11071606297264225,0.09174496284322231,0.07791995145453257,0.06371487848082324,0.055649086341873044,0.044735116312949685,0.03755122239454067,0.03154553903004853,0.027553729225473944,0.022218687412532745,0.019462530381133547,0.015134466520976275,0.013548247487051412,0.010996957546012709,0.009115858971199486,0.007910273016022984
961.0651699934589,4945.965080586429,1635.0323702104633,1547.3118794573456,1421.5854852615885,1284.3278415020432,1148.6932616851536,1021.7277811423628,893.8510960857711,779.8409272929748,674.5131999255755,579.9129348466759,495.54549879670594,421.28312504645874,356.3533581661686,298.99136722605544,251.01852704147313,208.92582741326987,174.10699154585745,144.23967405535586,119.86389204552688,99.68850811294033,82.24000805020478,68.29469178412546,56.20495989918709,46.903561353370606,38.88869979734227,32.19539952625564,26.47851031762184,22.08118523099256,18.190296649165248,14.990993041250476,12.4722010110454,10.395903227417875,8.691285364187934,7.076879261021531,5.859046455065254,4.836612319020787,4.053233621805703,3.29740646958453,2.7621541335356596,2.2740929352330568,1.9088653908183915,1.5688209928266588,1.3047684241937532,1.05263127690705,0.8727896674972726,0.7378030546569789,0.6257445929732057,0.49017554455349455,0.38440559008085984,0.3689502455672482,0.2796036499821639,0.22034203368093586,0.19127584138550446,0.1607109727920033,0.13623783637740416,0.10705985738604795,0.09119166226446396,0.06917287650503567,0.05876670959696639,0.050777224052581005,0.03937387289988692,0.03607738699793117,0.02442726748631685,0.024482713128236355,0.020004989361041225,0.01627876974089304,0.01076788638238213,0.010852723204152426,0.0069424073517438956,0.008422626502579078,0.004907263573841192,0.004844226732529933,0.004206664703815477,0.0028180735316709615
996.074574194192,5175.296022886375,1582.891854228391,1528.6610974082523,1432.6852540085201,1308.9518585567203,1171.0173700754112,1029.1549747962035,898.6396086987224,775.5758292603932,665.7810283520103,568.7044084138943,484.1996240030967,411.19153427435594,348.63326134738963,295.93723556183977,250.28870442554398,212.23682716538679,179.42300818072545,151.92508920290493,128.2031344039824,107.9943596326375,91.28808377869063,76.80851451718263,64.89261710960272,54.379759520972584,45.7046347429532,38.42568428959203,32.40188536601636,27.120385448477464,22.833517229439167,19.214011299995036,16.090248302632972,13.460377467225044,11.242856050816044,9.507539152062236,7.975731791277212,6.6987599054700695,5.5876919917755,4.722491144355445,3.939812571152288,3.311440737608791,2.760082108714414,2.3212810623881523,1.9423033694438345,1.6454115158448985,1.3782729744852986,1.1456606460633338,0.9509425852447748,0.8144466863341222,0.6957959492356167,0.5513033824790909,0.4782257707011013,0.40762369976800983,0.3359324830271362,0.2799722547752026,0.23257725608345936,0.1984353669176926,0.16462531820798176,0.14184701298290747,0.11785004429111723,0.09737088625115575,0.08321331867409754,0.06751021634772769,0.05993664446941693,0.04751629175734706,0.039960771129699424,0.03364205881007365,0.029858856840291992,0.023779526407452067,0.021181865038670367,0.01605617464883835,0.014734876651345985,0.011841885610920144,0.009790017513296334,0.008609562875790289
1002.7904733711183,5219.288873430334,1572.8896717759062,1525.083293824554,1434.8145369681552,1313.6755155182018,1175.2998325904591,1030.579742937378,899.5581952513985,774.7576500019768,664.1059246128152,566.5542623270667,482.023130202997,409.25565139638275,347.152305214182,295.35135754425573,250.14870161151703,212.87198051968153,180.4427865105099,153.399392306379,129.80286202488423,109.5876818458637,93.02378781950392,78.4417321165929,66.55918160108195,55.81392826125011,47.012144337481004,39.620847854050226,33.538174043878826,28.08706172777238,23.724232224030857,20.02411834110535,16.78430298258172,14.048239514424495,11.732327147667093,9.973815774996183,8.381778270268114,7.055978079519264,5.882049120642478,4.9958669761581405,4.165724308655626,3.5104365049228363,2.9233721099481045,2.4656264483564883,2.064602520538756,1.7591253138853062,1.4752404894352367,1.2239004940420273,1.0133257356756076,0.876652037830354,0.7555303635926975,0.5862844200019026,0.5163277083847788,0.44355018340138486,0.36368215323091135,0.30285030036611715,0.25105817126313923,0.21596404880619957,0.17871219117296278,0.15578818634458003,0.12918407661345555,0.10630900858450332,0.09162309611929231,0.07354001655767206,0.06674845407178509,0.05193485286508803,0.043788914488686714,0.0369728809564549,0.03352110233754502,0.026259291742462665,0.023913438577437773,0.01752052803931292,0.016620120346487965,0.013184255542000756,0.010861079284950392,0.009720551748614525
998.4395618982737,5190.787999144956,1579.36960979158,1527.401182501826,1433.4350758693581,1310.6152829676448,1172.525428925681,1029.6567034622058,898.9630867386659,775.2877094070554,665.1911446086888,567.9472396531128,483.43317695860605,410.5098177860127,348.11174621545433,295.73092003041893,250.23940277210932,212.46049488783683,179.7821206610206,152.44426148646016,128.76647462897017,108.5554442087523,91.89930777212794,77.38364815735986,65.4794937774277,54.88479858528808,46.16507109444501,38.846558257446304,32.80202668449783,27.460798169715417,23.147180367395777,19.499288541472197,16.334657984909427,13.667391669892822,11.415222117528174,9.671737340704567,8.118720079932245,6.82455342425601,5.691349145054119,4.818759784455324,4.01936684487373,3.3815166173189937,2.8175842889759224,2.3721119420661125,1.985370720653009,1.6854555556783453,1.4124198510980932,1.1732126199058257,0.9729106612721807,0.8363521508945269,0.7168312792418874,0.5636218705076317,0.49164327619655523,0.42027512436834513,0.3457044624883565,0.28802870337312925,0.23908526580635225,0.20460804998947424,0.1695859765604837,0.14675636357424082,0.12184129644447239,0.10051842448228854,0.08617480153043289,0.06963359595101792,0.06233540680113947,0.04907227739749942,0.04130884258484002,0.03481499979898217,0.031148507765465183,0.024652769789099693,0.022143782076454954,0.016571843163546873,0.01539876067545265,0.012314597945078276,0.010167189331696136,0.009000794929306721
974.8526760359497,5036.280863584655,1614.498239579747,1539.9667738758671,1425.956828680948,1294.0253439783828,1157.4850073989364,1024.6527802881337,895.7369221400222,778.1612339009116,671.0742705555058,575.49876015711925,491.07723317363707,417.30882522830143,353.3130070385887,297.7885801539451,250.73110616252234,210.22977502766298,176.20056077814297,147.26636674565088,123.14807688191286,102.95954287146378,85.80334771928756,71.64763037467128,59.626358492459985,49.84785960019872,41.572971249348484,34.64902850915678,28.811271218190086,24.065737811481085,20.01890336980796,16.654114453602233,13.897070986233302,11.602763442922878,9.69615240100029,8.034128854382288,6.692645670169441,5.569968732426787,4.657538508763537,3.858637487734086,3.2259430267004063,2.6826242833121796,2.244094050354761,1.8651570200381684,1.5558443025329325,1.2860817258042516,1.0718605831134482,0.8984267251944402,0.7538150182153913,0.6178809548218851,0.5070382528319897,0.4407650917310093,0.3578255949760205,0.29409784762901836,0.24824494343920378,0.2076787999685621,0.17417850865240325,0.14304562802499277,0.1201115196054161,0.09779361766777583,0.08203508141377824,0.06912687648582505,0.05663885176545591,0.048456355863891076,0.038411674271628726,0.03355386449038633,0.027864033752848627,0.02311683106745477,0.01828634825142217,0.015943594680720707,0.01255023225894547,0.0114288927798043,0.008777602921327343,0.007600065237056697,0.006405517051462084,0.005098894816910615
